Building ID,Compliance Status,Property Name,Street,Zipcode,Year Built,Address Source,Address Type,Master Property Type,Primary Property Type EPA Calculated,Assessor Sector,Government Type,Master Sq Ft,Reporting Year,Energy Star Score,Site Energy Use (kBtu),Site EUI (kBtu/Sq Ft),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site EUI (kBtu/Sq Ft),Electricity Use Grid Purchase and Onsite (kWh),Electricity Use Grid Purchase (kWh),Electricity Use Onsite Renewable (kWh),Green Power - Onsite and Offsite (kWh),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),Total GHG Emissions (Metric Tons CO2e),Energy Star Certification - Years Certified,Recent Energy Star Certification
2230,in compliance,prospect park,3012 huron st.,80202,1958,espm,building,Office,office,Commercial,,37616,2024,84,1856117.1,49.3,1859734.7,49.4,269949.6,269949.6,0,0,935049,0,0,192.5,0,0
2233,in compliance,watertower lofts,2960 inca st.,80202,1896,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,102361,2024,75,8011847.7,78.3,8011222.2,78.3,691435.2,691435.1,0,0,5652671,0,0,666,0,0
2234,in compliance,ajax lofts,2955 inca st,80202,2001,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,69776,2024,78,3236526,46.4,3251612.1,46.6,417672.9,417672.9,0,0,1811425.9,0,0,317.2,0,0
2235,not submitted,griffis union station - sk10,2905 n inca st,80202,2010,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,373403,2024,,,,,,,,,,,,,,,
2237,in compliance,flour mill lofts,2000 little raven st,80202,1920,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,84597,2024,57,6039246.9,71.4,6051986.9,71.5,797211.5,797211.4,0,0,3319161.3,0,0,598,0,0
2240,in compliance,metro (mt068),2121 delgany street,80202,2002,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,503065,2024,100,17026592.1,33.8,17017655.6,33.8,1142026,1142025.8,0,0,13129999.7,0,0,1301.5,0,0
2243,in compliance,amli riverfront park,1900 little raven st,80202,2014,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,259322,2024,99,9304853.7,35.9,9318852.2,35.9,1447434,1447433.3,0,0,4366210.6,0,0,997.6,"2023, 2022, 2021, 2020, 2019, 2018, 2017, 2016",2023
2244,in compliance,125010 - premier lofts,2200 market street,80205,2004,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,295267,2024,94,12718660.8,44.7,12742271.9,44.8,2364896,2364895.6,0,0,4649636.2,0,0,1497.9,"2023, 2022, 2018, 2017, 2016, 2015",2023
2245,in compliance,the burlington,1307 22nd street,80205,1891,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,44144,2024,0,3332972,76.9,3308426.5,76.3,365779.6,365779.5,0,0,2084932.1,0,0,304.2,0,0
2246,in compliance,parise,2245 market street,80205,1940,espm,building,Retail Store,retail store,Commercial,,25020,2024,77,1257218,50.2,1253481.8,50.1,166385.8,166385.8,0,0,689509.7,0,0,124.6,0,0
2247,in compliance,stadium lofts,2261 blake st,80205,1995,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,56250,2024,97,2661541.6,47.3,2659393.2,47.3,269795.3,269795.3,0,0,1740999.9,0,0,235.2,0,0
2249,in compliance,zi lofts,2229 blake st,80205,2008,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,80000,2024,86,3607315.7,45.1,3596540.8,45,566575.5,566575.4,0,0,1674160.2,0,0,388.6,0,0
2250,in compliance,the battery on blake,2120 blake st,80205,2015,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,158210,2024,100,7500725,47.4,7502397.9,47.4,1016860,1016859.4,0,0,4031200.2,0,0,752,2023,2023
2251,in compliance,twentyone 01,2101 & 2145 market street,80205,2008,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,295729,2024,96,13258588.7,44.8,13242938.3,44.8,1836046,1836045.8,0,0,6993999.7,0,0,1342.7,2020,2020
2252,in compliance,wazee exchange,1900 wazee,80202,1871,espm,building,Office,office,Commercial,,69652,2024,72,3845115.8,55.2,3837043.5,55.1,591012.2,591012.1,0,0,1828582.3,0,0,409.8,0,0
2253,in compliance,"1981 blake st, denver, co 80202",1981 blake street,80202,1983,espm,building,Financial Office,financial office,Commercial,city - other,55841,2024,73,3230315.9,57.8,3237483.3,58,556549.7,556549.6,0,0,1331368.4,0,0,365.1,0,0
2254,in compliance,co - sunset towers: sunset towers,1925 larimer street,80202,1978,espm,building,Multifamily Housing,multifamily housing,Multi-family,,69366,2024,74,5119855.2,73.8,5126516.3,73.9,416985.7,416985.7,0,0,3697099.9,0,0,416.9,0,0
2255,in compliance,one wynkoop plaza,1735 19th st,80202,1997,espm,building,Multifamily Housing,multifamily housing,Commercial,,59983,2024,0,3320943.4,55.4,3344074.2,55.8,358904,358904,0,0,2096362.9,0,0,301.2,0,0
2256,in compliance,u-haul moving & storage at mile high station (935061),2000 w lower colfax ave,80204,1976,espm,building,Self-Storage Facility,self-storage facility,Commercial,,45672,2024,0,361876.2,7.9,365853.6,8,106059.8,106059.8,0,0,0,0,0,56.1,0,0
2257,in compliance,leprino foods company denver corporate,1830 w. 38th ave,80211,1960,portfolio manager,building,Manufacturing/Industrial Plant,office,Commercial,,160126,2024,31,25156725.4,155.5,25181284.4,155.6,3137669,3137668.1,0,0,14451000.4,0,0,2427.3,0,0
2258,in compliance,academia ana marie sandoval,3655 wyandot street,80211,2001,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,66404,2024,28,4448409.6,67,4449524.3,67,748068.5,740139.4,7929,7929,1896000.1,0,0,492.2,0,0
2259,in compliance,bryant webster,3635 quivas street,80211,1930,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,64800,2024,69,4262264.1,65.8,4258016.2,65.7,257697.5,257697.5,0,0,3383000.1,0,0,316,0,0
2261,in compliance,tejon heights,1974 w 35th ave,80211,2013,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,35977,2024,72,1549139.5,43.1,1549475.5,43.1,293118.8,293118.8,0,0,549018,0,0,184.2,0,0
2262,in compliance,highland lofts,1925 w. 32nd ave,80211,2002,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,36258,2024,97,1326853.5,36.6,1327492.1,36.6,211108.6,211108.6,0,0,606551,0,0,143.9,0,0
2263,in compliance,shoshone lofts at highlands condominiums,3201 shoshone street,80211,2001,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,38643,2024,60,2310496.8,59.8,2309067.2,59.8,250205.4,250205.4,0,0,1456796,0,0,209.7,0,0
2264,in compliance,north central: guadalupe senior apts.,1799 west 32nd avenue,80211,2003,espm,building,Multifamily Housing,multifamily housing,Multi-family,,31266,2024,88,1279827.8,40.9,1282945.9,41,165248.5,165248.4,0,0,716000,0,0,125.4,0,0
2265,in compliance,skyline lofts hoa,3025 umatilla st,80211,1999,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,30000,2024,53,1770921.8,59,1775535.9,59.2,243321.3,243321.2,0,0,940709.7,0,0,178.7,0,0
2266,in compliance,centric lohi by windsor,2525 18th street,80211,2018,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,352056,2024,66,20364853,57.8,20392932.2,57.9,3056443,3056442.6,0,0,9936270.9,0,0,2096.5,0,0
2267,in compliance,city view lofts,1755 central st,80211,2000,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,32652,2024,0,1105713.7,33.9,1107548.3,33.9,151905.8,151905.8,0,0,587411,0,0,111.6,0,0
2268,not submitted,bstreet,1736 boulder st.,80211,2012,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,60499,2024,,,,,,,,,,,,,,,
2269,in compliance,the residences at highlands crossing,2580 17th st,80211,2000,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,53662,2024,93,2183931.8,40.7,2190808.7,40.8,233823.8,233823.8,0,0,1386125,0,0,197.3,0,0
2272,in compliance,prospect on central,2500 17th st,80211,2010,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,68964,2024,100,2699613.9,39.5,2700997.7,39.5,263973.6,263973.6,0,0,1798936,0,0,235.2,0,0
2276,in compliance,the overlook - 2525 15th st.,2525 15th st.,80211,1998,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,26934,2024,73,1115869.1,41.4,1117696.4,41.5,163132.4,163132.4,0,0,559261.3,0,0,116,0,0
2277,in compliance,highland bridge lofts,1555 central st.,80211,2007,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,52980,2024,98,1138806,21.5,1143898.9,21.6,203585,203585,0,0,444174,0,0,131.3,0,0
2278,in compliance,line 28 at lohi,1560 boulder street,80211,2012,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,116708,2024,64,9762493.5,83.6,9769746.4,83.7,920702.9,920702.8,0,0,6621055.3,0,0,838.7,0,0
2279,in compliance,the spearly center,2205 w 29th ave,80211,1962,espm,building,Residential Care Facility,residential care facility,Institutional,,32827,2024,0,1668968.3,50.8,1675515.5,51,412780.6,412780.5,0,0,260561,0,0,232.2,0,0
2280,in compliance,tallmadge boyer block,2926 zuni street,80211,1891,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,29959,2024,54,1968007.8,65.7,1961558.9,65.5,213487.6,213487.6,0,0,1239588,0,0,178.8,0,0
2281,in compliance,highland court residences ha,2901 wyandot street,80211,2000,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,27483,2024,99,976898.1,35.5,983559.8,35.8,106529.6,106529.6,0,0,613419,0,0,88.9,0,0
2283,in compliance,2828 zuni,2828 zuni st,80211,2014,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,90283,2024,87,4103982.3,45.4,4115975.5,45.5,640047,640046.9,0,0,1920142,0,0,440.6,0,0
2284,in compliance,confluence heights,2200 w 29th ave,80211,2008,espm,building,Multifamily Housing,multifamily housing,Mixed-use Condominium,,36100,2024,26,2007530.3,55.6,2015795.3,55.8,343598.9,343598.8,0,0,835171,0,0,226.1,0,0
2285,in compliance,wheeler block,2150 w 29th ave,80211,1892,espm,building,Office,office,Commercial,,39116,2024,68,2002379,51.2,1997451.7,51.1,429376,429376,0,0,537348,0,0,255.7,0,0
2286,not submitted,1441 central,1441 central st,80211,2004,espm,building,Multifamily Housing,multifamily housing,Mixed-use Condominium,,82353,2024,,,,,,,,,,,,,,,
2288,in compliance,hampton inn & suites denver - speer blvd.,2728 zuni st.,80211,2006,espm,building,Hotel,hotel,Commercial,,49600,2024,92,3365041.8,67.8,3369969.3,67.9,543280.4,543280.4,0,0,1511369,0,0,367.7,0,0
2289,in compliance,2401 w 15th st. (yardi api),2401 west 15th st.,80202,1900,espm,building,Office,office,Commercial,,49401,2024,26,4856027.6,93.6,4869995.6,93.9,1076662,1076661.8,0,0,1182457,0,0,632.3,0,0
2291,in compliance,commons park west,1550 platte street,80202,1997,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,394447,2024,0,22751283.5,57.7,22715285.6,57.6,2432555,2432555,0,0,14451405.7,0,0,2016.1,0,0
2293,in compliance,highlands masonic temple association,3550 federal blvd,80221,1927,espm,building,Social/Meeting Hall,social/meeting hall,Commercial,,32775,2024,0,1653421.3,50.4,1651233.3,50.4,48365,48365,0,0,1488400,0,0,104.6,0,0
2294,in compliance,the gardens at st elizabeth,2835 w 32nd avenue,80211,1975,espm,building,Senior Living Community,senior living community,Institutional,,177028,2024,88,13235376.9,74.8,13175127.4,74.4,1130930,1130929.5,0,0,9376645.1,0,0,1096.3,0,0
2295,in compliance,alexan julian (lx108),3400 w 38th ave,80211,2020,espm,building,Multifamily Housing,multifamily housing,Commercial,,221585,2024,92,8798291.6,39.5,8813190.8,39.5,1584036,1584036.3,0,0,3393559.2,0,0,1018.2,"2023, 2022",2023
2296,in compliance,park church,3025 w. 37th ave,80211,1880,espm,building,Worship Facility,worship facility,Institutional,,32452,2024,48,1971657.3,60.8,1969945.7,60.7,64698.7,64698.7,0,0,1750905.3,0,0,126.2,0,0
2298,in compliance,fairview place residences,3249 w fairview place,80211,1999,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,53094,2024,94,2507330.4,47.2,2494243,47,167449.7,167449.7,0,0,1935992.1,0,0,191.4,0,0
2299,in compliance,julian 32,3405 w. 32nd ave.,80211,1962,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,79674,2024,59,7102406.3,88.3,7063254.9,87.8,486930.4,486930.3,0,0,5440999.8,0,0,546.6,0,0
2300,in compliance,st dominic church,2905 n federal blvd,80211-3701,1926,espm,building,Worship Facility,worship facility,Institutional,,27782,2024,39,1480035,53.3,1480783,53.3,38990.3,38990.3,0,0,1347000,0,0,92.2,0,0
2301,in compliance,veterans apartments,2635 federal blvd,80211,2011,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family,,29259,2024,24,1826449.2,62.4,1828761,62.5,272264.7,272264.7,0,0,897482,0,0,187.4,0,0
2304,in compliance,north,2960 n. speer blvd.,80211,1911,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,467686,2024,85,22452709.4,48,22436633.5,48,2286654,2286653.9,0,0,14650645.4,0,0,1987.7,0,0
2305,in compliance,valdez,2525 west 29th avenue,80211,1974,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,78766,2024,56,4571215.4,58,4568106.1,58,532123.7,532123.6,0,0,2755609.4,0,0,427.8,0,0
2307,in compliance,lohi gold,2424 w. caithness place,80211,2012,espm,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,125989,2024,94,3957537,31.4,3970546.9,31.5,881419.1,881419,0,0,950135,0,0,516.7,2022,2022
2313,in compliance,speer lofts home owners association,2899 n. speer blvd.,80211,2001,espm,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,35000,2024,0,1701328,48.1,1704312,48.2,165217.2,165217.1,0,0,1137607,0,0,147.8,0,0
2314,in compliance,mark iii,2822 w. 28th ave,80211,1959,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,27172,2024,89,1648848.2,60.7,1650759.8,60.8,110250.3,110250.3,0,0,1272674,0,0,125.9,0,0
2315,in compliance,clay street residences,2718 w 28th ave,80211,2008,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,56118,2024,19,3946764.5,70.3,3956198.2,70.5,543719.4,543719.3,0,0,2091594,0,0,398.7,0,0
2316,in compliance,decatur point apartments,2700 decatur street,80211,2016,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,187392,2024,98,8100759.5,43.2,8121791.2,43.3,1150016,1150015.8,0,0,4176905.2,0,0,830.2,0,0
2317,in compliance,2727 bryant st.,2727 bryant st.,80211,1974,espm,building,Office,office,Commercial,,30954,2024,81,1727738.6,55.8,1719604.7,55.5,176066.4,176066.4,0,0,1127000,0,0,153,0,0
2318,in compliance,"us motel downtown, inc.",2601 zuni street,80211,1957,espm,building,Hotel,hotel,Commercial,,74195,2024,3,9844642.8,132.7,9832630.5,132.5,1315657,1315656.8,0,0,5355621.2,0,0,980.4,0,0
2320,in compliance,cec middle college,2650 n. elliot st.,80211,1976,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,137352,2024,30,10459043.8,76.1,10416180.1,75.8,1378078,1252948.2,125130,125130,5757040.6,0,0,968.6,0,0
2321,in compliance,"01248as- denver, co",2660 north federal boulevard,80211,1990,espm,building,Supermarket/Grocery Store,supermarket/grocery store,Commercial,,49293,2024,84,8589129.9,174.2,8598021,174.4,1608772,1608771.8,0,0,3099999.8,0,0,1015.7,0,0
2322,not submitted,rocky mountain prep,3752 tennyson st,80212-1914,2003,costar,building,K-12 School,,Institutional,dps charter,39491,2024,,,,,,,,,,,,,,,
2323,in compliance,edison elementary,3350 quitman street,80204,1925,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,59760,2024,60,4257890.9,71,4253584.7,70.9,241761.7,241761.7,0,0,3433000,0,0,310.2,0,0
2326,in compliance,highland 32 - co (bs44),3251 lowell blvd,80211,2017,espm,building,Multifamily Housing,multifamily housing,Institutional,,146335,2024,89,7023827.7,48,7026141.9,48,1092852,1092852,0,0,3295016.3,0,0,753.1,0,0
2331,in compliance,cottage hills and trocadero apartments,3755 tennyson street,80212,2001,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,156020,2024,21,11743649.1,75.3,11773672.2,75.5,1241439,1241439.1,0,0,7507858.2,0,0,1055.5,0,0
2339,in compliance,sprouts farmers market,4700 w 38th ave,80212,2007,espm,building,Supermarket/Grocery Store,supermarket/grocery store,Commercial,,28460,2024,91,5551787.5,195.1,5535482.5,194.5,847593,847592.9,0,0,2659800.1,0,0,589.6,0,0
2340,in compliance,26807-denver/26th&sheridan blvd ii,2600 sheridan blvd,80214,1997,portfolio manager,building,Self-Storage Facility,self-storage facility,Commercial,,54000,2024,0,310292.9,5.7,310244.4,5.7,63978,63978,0,0,92000,0,0,38.7,0,0
2342,in compliance,main,2771 zenoiba st,80212,1961,portfolio manager,building,Worship Facility,worship facility,Institutional,,29833,2024,0,1971956.9,66.1,1967793.1,66,84192,84192,0,0,1684693.9,0,0,134,0,0
2343,in compliance,dayspring villa,3777 w 26th ave,80211,1996,portfolio manager,building,Senior Living Community,senior living community,Multi-family,,44200,2024,96,2879359.8,65.4,2876869.3,65.4,447350.5,447350.4,0,0,1353000,0,0,308.5,0,0
2344,in compliance,francis heights,2626 osceola street,80212,1972,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family,,268406,2024,60,21702418.2,80.9,21796757.8,81.2,3205976,1900350.3,1305625,1305625,10763629.6,0,0,1576.9,0,0
2347,in compliance,colo christian,2950 tennyson st.,80212,1995,portfolio manager,building,Residential Care Facility,residential care facility,Institutional,,97213,2024,0,3880752.8,39.9,3883039.3,39.9,625562,625561.9,0,0,1746335.3,0,0,423.7,0,0
2348,not submitted,little sisters of the poor,3629 west 29th ave.,80211,1917,espm,building,Senior Living Community,senior living community,Commercial/Residential Mixed-use,,109639,2024,,,,,,,,,,,,,,,
2349,in compliance,villas at sloan's lake,1551 wolff st,80204,2007,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family,,64800,2024,84,3418980.4,52.8,3428722.2,52.9,460071.6,460071.6,0,0,1849216,0,0,341.6,0,0
2351,in compliance,the elements ml089,1590 yates st,80204,1966,portfolio manager,building,Multifamily Housing,multifamily housing,Commercial,,88250,2024,90,5668183.6,64.2,5678459.9,64.3,613008.1,613008,0,0,3576599.9,0,0,514.2,0,0
2352,in compliance,co - brandon courtyard: co - brandon courtyard,1555 xavier st,80204,2020,portfolio manager,building,Multifamily Housing,multifamily housing,Institutional,,80000,2024,53,4252641.7,53.2,4257671,53.2,957850.1,957850,0,0,984457,0,0,559,0,0
2353,in compliance,sloan's lake medical center,1601 lowell blvd.,80204,1962,portfolio manager,building,Other - Specialty Hospital,other - specialty hospital,Commercial/Residential Mixed-use,,162189,2024,0,14093112.1,86.9,14109725.3,87,3791091,3791090.1,0,0,1157911,0,0,2066.9,0,0
2354,in compliance,1555 stuart,1555 stuart st.,80204,1952,portfolio manager,building,K-12 School,k-12 school,Institutional,,34000,2024,38,2938378,86.4,2940183.2,86.5,402484.7,402484.7,0,0,1565100.1,0,0,296,0,0
2355,in compliance,colfax elementary,1526 tennyson street,80204,1920,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,42647,2024,51,2835397.4,66.5,2821959.5,66.2,312543.2,312543.2,0,0,1768999.9,0,0,259.3,0,0
2356,in compliance,denver metro village,1523 quitman st,80204,1971,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family,,167296,2024,62,10009916.1,59.7,9999281.6,59.6,1457305,1457305.2,0,0,5037590.1,0,0,1038.4,0,0
2359,in compliance,1525 raleigh street,1525 raleigh street,80204,1996,portfolio manager,building,Office,office,Commercial,,50058,2024,64,3299964.5,65.9,3290989,65.7,557708.2,557708.2,0,0,1397064,0,0,369.2,0,0
2360,in compliance,diamond hill building a,2490 w 26th ave,80211,1972,portfolio manager,building,Medical Office,office,Commercial,,92000,2024,73,6406754.1,69.6,6403055.4,69.6,1070854,1070853.9,0,0,2753000,0,0,712.7,0,0
2361,in compliance,diamond hill building b,2480 w 26th ave,80211,1969,portfolio manager,building,Office,office,Commercial,,92000,2024,90,4572216.8,49.7,4589052.2,49.9,492736.5,492736.4,0,0,2890999.9,0,0,414.2,"2022, 2021, 2020, 2019, 2018, 2017, 2016",2022
2362,in compliance,diamond hill building c-d,2420/2460 w 26th ave,80211,1973,portfolio manager,building,Office,office,Commercial,,230000,2024,86,14227823.8,61.9,14214606.1,61.8,1537463,1537462.8,0,0,8982000.1,0,0,1290.4,"2022, 2021, 2020, 2019, 2018, 2017, 2016",2022
2364,in compliance,riverside church,2401 alcott street,80211,1977,portfolio manager,building,Worship Facility,worship facility,Institutional,,151150,2024,41,7734268.5,51.2,7702465.1,51,784955.6,784955.5,0,0,5056000.1,0,0,683.8,0,0
2365,in compliance,familystar montessori school,2246 federal blvd,80211,1995,portfolio manager,building,Pre-school/Daycare,pre-school/daycare,Commercial,,38846,2024,0,1052277.7,27.1,1053733.2,27.1,129545,129545,0,0,610270,0,0,100.9,0,0
2366,in compliance,children's museum of denver at marsico campus,2121 children's museum dr,80211,1984,portfolio manager,building,Museum,museum,Commercial,,43339,2024,0,4340248.8,100.1,4350339,100.4,685105.4,685105.3,0,0,2002669.2,0,0,468.8,0,0
2367,in compliance,element 47,2180 n. bryant st.,80211,2014,portfolio manager,building,Multifamily Housing,multifamily housing,Commercial/Residential Mixed-use,,275536,2024,78,14583233.9,52.9,14610525.9,53,1892388,1892387.9,0,0,8126406.3,0,0,1402.9,0,0
2371,in compliance,zocalo condos,2195 decatur st,80211,2005,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,52950,2024,98,2240219.6,42.3,2247610,42.4,258291.5,258291.5,0,0,1358929,0,0,208.8,0,0
2372,in compliance,"tucc, the urology center of colorado",2777 mile high stadium cir,80211,2006,portfolio manager,building,Other - Specialty Hospital,other - specialty hospital,Commercial,,56349,2024,0,11591435,205.7,11600187,205.9,1975802,1975801.3,0,0,4850000.2,0,0,1302.7,0,0
2373,in compliance,frontview 40,2650 w front view cresent drive,80211,2009,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,31734,2024,85,1486038.2,46.8,1489286.7,46.9,203389.3,203389.3,0,0,792074,0,0,149.7,0,0
2374,in compliance,brown international academy,2550 lowell boulevard,80211,1951,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,78829,2024,69,4918167.6,62.4,4913698.9,62.3,351162.8,148503.4,202659.4,202659.4,3719999.9,0,0,276.1,0,0
2375,in compliance,boulevard condos,2351 federal blvd,80211,1904,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,41786,2024,76,2492327.8,59.6,2492802.1,59.7,133431.9,133431.9,0,0,2037058.1,0,0,178.8,0,0
2376,in compliance,cheltenham elementary,1580 julian street,80204,1967,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,80599,2024,42,5572012.1,69.1,5574397.5,69.2,611683.8,611683.7,0,0,3484947.1,0,0,508.7,0,0
2377,not submitted,liberty,1500 hooker st.,80204,1969,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family,,25687,2024,,,,,,,,,,,,,,,
2378,in compliance,empower field at mile high,1701 bryant st.,80204,2001,portfolio manager,building,Stadium (Open),stadium (open),Commercial,,1800000,2024,0,87742654.9,48.7,87752412,48.8,20982900,20982897.4,0,0,16149000.2,0,0,11957.1,0,0
2380,in compliance,turntable studios,1975 mile high stadium circle,80204,1967,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,94000,2024,90,5098132.3,54.2,5105535.9,54.3,951387,951386.9,0,0,1852000,0,0,601.6,0,0
2383,in compliance,comcast 1601 mile high stadium circle,1601 mile high stadium circle,80204,1984,portfolio manager,building,Office,office,Commercial,,39690,2024,1,27172794.4,684.6,27187556.5,685,7723721,7723720.5,0,0,819457,0,0,4129.2,0,0
2384,in compliance,adrianna abarca,2701 w colfax ave,80204,1900,assessor data,building,Social/Meeting Hall,social/meeting hall,Commercial,,31075,2024,0,158899.9,5.1,158728.8,5.1,46570.9,46570.9,0,0,0,0,0,24.6,0,0
2385,not submitted,co - sunset park apartments: sunset park apartments,1865 larimer street,80202,1972,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family,,189228,2024,,,,,,,,,,,,,,,
2386,in compliance,"blake street terrace (tax assessor 1836, street address 1860)",1860 blake street,80202,1983,portfolio manager,building,Office,office,Commercial,,111552,2024,38,9189982.2,82.4,9223720.5,82.7,1904367,1904367.2,0,0,2692280.5,0,0,1150.4,0,0
2387,in compliance,blake building - 2387,1441 18th street,80202-1255,1906,portfolio manager,building,Office,office,Commercial,,29156,2024,0,1584237.1,54.3,1570897.9,53.9,71830.8,71830.7,0,0,1339150.6,0,0,109.1,0,0
2388,in compliance,rocky mountain warehouse lofts,1863 wazee street,80202,1931,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,86400,2024,61,5146530,59.6,5157178,59.7,782829.4,782829.3,0,0,2475516.2,0,0,545.6,0,0
2389,in compliance,1890 wynkoop,1890 wynkoop,80202,2001,portfolio manager,building,Parking,parking,Multi-family Condominium,,48269,2024,0,3417732.1,70.8,3425150.3,71,618494.2,618494.1,0,0,0,1307430,0,414,0,0
2391,in compliance,atrium building,1621 18th street,80202,1919,portfolio manager,building,Office,office,Commercial,,123589,2024,0,6416165.6,51.9,6416165.6,51.9,1880471,1880470.4,0,0,0,0,0,994.7,0,0
2392,in compliance,grand central building,1601 17th street,80202,1984,portfolio manager,building,Office,office,Commercial,,46650,2024,90,2592111.9,55.6,2590746.6,55.5,414095.9,414095.9,0,0,1179216.7,0,0,281.7,0,0
2393,in compliance,streetcar stables lofts,1720 wynkoop street,80202,1993,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,143500,2024,100,4990347.3,34.8,4988123.2,34.8,578760.6,578760.5,0,0,3015616.1,0,0,466.3,0,0
2394,in compliance,franklin lofts,1745 wazee st.,80202,1886,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,91821,2024,100,2775662.8,29,2784193.1,29.1,464853.7,464853.6,0,0,1189582,0,0,309.1,0,0
2395,in compliance,titanium lofts,1720 wazee st,80202,2002,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,55374,2024,74,3393094.9,61.3,3391820.6,61.3,422360.7,422360.7,0,0,1952000.1,0,0,327.1,0,0
2396,in compliance,1755 blake,1755 blake street,80202,2008,portfolio manager,building,Office,office,Commercial,,123131,2024,92,5613067.2,45.6,5630322.1,45.7,1572079,1572078.4,0,0,249135,0,0,844.8,0,0
2397,in compliance,1730 blake street,1730 blake street,80202,1960,portfolio manager,building,Office,office,Commercial,,65114,2024,69,3262528.7,50.1,3245792.1,49.8,460464,460463.9,0,0,1691425.7,0,0,333.4,0,0
2399,in compliance,lodo towers - 1401 17th st,1401 17th street,80202,1983,portfolio manager,building,Office,office,Commercial,,209017,2024,84,10763605.6,51.5,10753895.4,51.4,3154632,3154632,0,0,0,0,0,1668.7,"2023, 2022, 2021, 2020, 2019, 2018, 2017, 2016, 2010, 2008",2023
2401,in compliance,lodo towers - guaranty bank building 1331 17th st.,1331 17th street,80202,1984,portfolio manager,building,Office,office,Commercial,,224896,2024,88,9684193.2,40.9,9676393.7,40.8,2537360,2537359.8,0,0,0,1026720.5,0,1410.4,"2023, 2022, 2021, 2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013, 2011, 2009, 2007",2023
